,İLAN ADI,MAHALLE,FİYAT,NET(m²),BRÜT(m²),ODA-SALON SAYISI,ODA SAYISI,SALON SAYISI,BANYO SAYISI,FOTOĞRAF SAYISI,BİNA KAT SAYISI,BULUNDUĞU KAT,YAPI DURUMU,ISITMA,BİNA YAŞI,AİDAT,KİRA GETİRİSİ
643,Fenerbahçe Marinaya Yakın 3+1 Satılık Daire,Fenerbahçe,13.000.000,122,155,3+1,3,1,2,21,9,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),2,0,0
644,Fenerbahçe Marinay Yakın Site İçerisinde Satılık Teraslı Dubleks,Fenerbahçe,16.250.000,168,200,3+1,3,1,1,27,3,3,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
645,BAĞDAT CAD'NE PARALEL CUMHUR SOKAK'TA BALKONLU 3+1 SATILIK DAİRE,Zühtüpaşa,4.650.000,93,120,3+1,3,1,1,26,6,3,İkinci El,Klima,26-30 arası,550,0
646,"GÖZTEPE EMLAKTAN, GÖZTEPE MİNÜBÜSE ÇOK YAKIN 165 M2 MANTOLAMALI",Göztepe,4.500.000,145,165,3+1,3,1,2,16,10-20 arası,3,İkinci El,Merkezi Sistem,26-30 arası,450,0
647,ACIBADEM SİTESİNDE 6+1 DUBLEX DAİRE,Acıbadem,7.700.000,170,195,6+1,6,1,3,28,3,3,İkinci El,Merkezi Sistem,26-30 arası,900,20.000
648,GÖZTEPE BAĞDATA YÜRÜME MESAFESİ 150M2 BALKONLU LÜKS,Göztepe,5.900.000,120,150,3+1,3,1,2,29,7,5,İkinci El,Merkezi Sistem,31-35 arası,,
649,Feneryolu Özgürlük Parkı Karşı Sokak İçinde Kombili İskanlı,Feneryolu,5.350.000,75,100,2+1,2,1,1,24,10-20 arası,2,İkinci El,Kombi (Doğalgaz),4,0,0
650,NOVACADDE'DEN YABANCI ÜLKE VATANDAŞLARINA UYGUN SATILIK DAİRE,Bostancı,6.350.000,100,130,,,,,28,,,,,,250,0
651,NOVACADDE'DEN İÇİ TAMAMEN YENİLENMİŞ SATILIK 3+1 DAİRE,19 Mayıs,3.980.000,100,125,,,,,21,,,,,,0,0
652,"İSKANLI, BALKONLU, 3+1 SATILIK DAİRE (Yabancı Satışına Uygundur)",Bostancı,5.750.000,100,135,,,,,23,,,,,,500,0
653,FENERBAHÇE BÖLGESİ'NİN EMSALSİZ SECKİN SİTESİ LEBİ DERYA,Fenerbahçe,60.000.000,360,440,,,,,23,,,,,,0,0
654,RESİM 'den ACIBADEM SAKİNLERDE 3+1 YENİ BİNADA BOŞ DAİRE 125 m2,Acıbadem,5.300.000,90,125,,,,,29,,,,,,350,0
655,Fenerbahçe Dalyan da Emsalsiz Deniz Manzaralı Bahçe Dubleksi,Fenerbahçe,63.000.000,220,300,,,,,31,,,,,,0,0
656,RESİM'DEN KADIKÖY RASİPAŞA DA 4+1 ÇATI DUBLEKS DAİRE,Rasimpaşa,4.500.000,122,136,,,,,30,,,,,,0,0
657,Hasanpaşa'da Muhteşem Konumda Satılık Dubleks Daire,Hasanpaşa,4.250.000,110,130,,,,,29,,,,,,0,0
658,NOVACADDE'DEN ŞENESENEVLER'DE BALKONLU 3+1 SATILIK DAİRE,Kozyatağı,3.600.000,100,130,,,,,19,,,,,,500,0
659,"Şaşkınbakkal sahilde, katta tek net 160m2, balkonlu 4+1 daire",Suadiye,19.500.000,160,220,4+1,4,1,3,3,10-20 arası,7,,Merkezi Sistem (Isı Payı Ölçer),0,0,0
660,Kalamış Marina Manzaralı Teraslı Sıfır Dubleks Daire,Fenerbahçe,28.000.000,237,290,5+1,5,1,3,3,10,10,Sıfır,Merkezi Sistem (Isı Payı Ölçer),4,0,0
661,GÖZTEPE ÖZGÜRLÜK PARKINADA 3+1KOMBİLİ 110 M2 BİTMEK ÜZERE DAİRE.,Göztepe,6.950.000,90,110,3+1,3,1,2,12,8,7,Yapım Aşamasında,Kombi (Doğalgaz),0,0,0
662,"MERDİVENKÖYDE, 2 YILLIK BİNADA, 2 BALKONLU, 3+1 GENİŞ DAİRE",Merdivenköy,4.250.000,112,130,3+1,3,1,1,31,7,1,,Kombi (Doğalgaz),2,100,0
663,"KIZILTOPRAK, ZÜHTÜPAŞA MAH. SATILIK 2+1 SIFIR DAİRE 5.000.000 TL",Zühtüpaşa,5.000.000,65,85,2+1,2,1,1,7,10-20 arası,3,Yapım Aşamasında,Kombi (Doğalgaz),0,0,
664,SUADİYE BAĞDATA YAKIN 5 YILLIK 210M2  İSKANLI TERASLI DUBLEKS,Suadiye,10.950.000,180,210,4+2,4,2,3,18,6,6,İkinci El,Kombi (Doğalgaz),5,,
665,MERDİVENKÖYDE SİTE İÇİ LÜX 3+1 165 M2,Merdivenköy,6.750.000,145,165,3+1,3,1,2,25,10-20 arası,Bahçe katı,,Kombi (Doğalgaz),11-15 arası,840,0
666,Kadıköy Hasanpaşa'da Satılık,Hasanpaşa,2.900.000,105,120,3+1,3,1,1,15,,5,,Kombi (Doğalgaz),26-30 arası,,
667,NOVACADDE'DEN BOSTANCI SENESENEVLER'DE PROJEDEN SATILIK DAİRE,Bostancı,6.000.000,96,135,,,,,,,,,,,0,0
668,KADIKÖY MODA DA OTOPARKLI YENİ BİNADA FERAH 130m2 FIRSAT 3+1,Caferağa,9.750.000,100,130,3+1,3,1,2,35,4,Yüksek Giriş,,Kombi (Doğalgaz),6-10 arası,200,0
669,Dinamik'ten Göztepe'de Ana Cadde Üzerinde Sıfır Geniş Dublex,Göztepe,9.250.000,150,200,3+1,3,1,3,28,7,7,,,0,,
670,ACIBADEM METROSUNA 300m² MESAFEDE OTOPARKLI 4+2 135m²DUBLEXDAİRE,Hasanpaşa,3.750.000,110,135,4+2,4,2,2,28,4,4,,Kombi (Doğalgaz),6-10 arası,0,0
671,ACIBADEM CAD.3.BİNA PAZAR SOKAĞI 2+1 100m²ŞAHANE KONUMLU DAİRE,Acıbadem,2.965.000,85,90,2+1,2,1,1,26,4,Yüksek Giriş,,Kombi (Doğalgaz),26-30 arası,0,0
672,ACIBADEM TEK YETKİLİDEN!! DÖRTYOL 7 YILLIK 2+1 85m²ŞAHANE DAİRE,Acıbadem,4.900.000,80,85,2+1,2,1,1,34,4,1,,Klima,6-10 arası,100,0
673,Fenerbahçe Kapanmaz Deniz Marina Manzaralı Balkonlu 4+1 Sıfır,Fenerbahçe,24.000.000,145,190,4+1,4,1,2,,8,7,Sıfır,Kombi (Doğalgaz),0,0,0
674,KADIKÖY VİŞNE SOKAKTA 80 M2 DAİRE,Osmanağa,1.750.000,68,80,2+1,2,1,1,,4,Giriş Katı,İkinci El,Kombi (Doğalgaz),26-30 arası,,
675,FENERYOLU DR.MUHİT TÜMERKAN SOKAKTA 200 M2 DAİRE,Feneryolu,6.750.000,160,200,4+1,4,1,2,,7,3,İkinci El,Merkezi Sistem,26-30 arası,,
676,Bağdat 'a yakın site özellikli havuzlu deniz manzaralı dubleks,Göztepe,19.500.000,320,360,7+1,7,1,3,35,10-20 arası,11,İkinci El,Klima,16-20 arası,0,0
677,TURYAP GÖZTEPE DEN AYŞEKADIN DA 3+1 SATILIK DAİRE,Suadiye,7.000.000,105,145,3+1,3,1,2,28,7,6,Sıfır,Kombi (Doğalgaz),0,0,0
678,Kadıköy Hasırcı Başında Teraslı Satılık Daire,Osmanağa,5.200.000,66,70,2+2,2,2,2,25,4,4,Sıfır,Kombi (Doğalgaz),0,0,0
679,GÖZTEPE MİNİBÜSE YAKIN YENİ 145M2 FULL EŞYALI ULTRA LÜKS,Göztepe,7.600.000,110,145,3+1,3,1,2,21,7,3,Sıfır,Kombi (Doğalgaz),4,,
680,Sahrayı Cedit'de cadde üzerinde 3 yıllık binada 95 m2 3+1 daire,Sahrayı Cedit,4.975.000,75,95,3+1,3,1,1,26,10-20 arası,2,İkinci El,Kombi (Doğalgaz),3,200,0
681,"SATILIK, Muhteşem konumda, Yatırımlık, 3+1, Kent Plus yanı,",Eğitim,3.100.000,110,120,3+1,3,1,2,7,,,,,,,
682,KOZYATAĞI'NDA 165M2 2 BALKONLU KATTA TEK ULTRA LÜKS,Kozyatağı,5.150.000,140,165,3+1,3,1,2,19,8,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,,
683,GÖZTEPE ÖZGÜRLÜK PARKINA YAKIN 4 YILLIK 118M2 BALKONLU LÜKS,Göztepe,5.350.000,85,115,2+1,2,1,1,16,3,7,İkinci El,Kombi (Doğalgaz),4,,
684,Bostancı Deniz Otobüsüne çok yakın sahile 1.Binada 3+1 girişkatı,Bostancı,6.950.000,107,134,3+1,3,1,1,,,Giriş Katı,İkinci El,Merkezi Sistem,40 ve üzeri,,
685,KOZYATAĞI Metroya Parka yakın Satılık Daire Ferah Temiz,19 Mayıs,3.250.000,85,98,2+1,2,1,1,5,10-20 arası,9,İkinci El,Merkezi Sistem,31-35 arası,,3.900
686,FENERBAHÇE MARİNA SİTE İÇERİSİNDE DENİZ MANZARALI SATILIK DAİRE,Fenerbahçe,19.750.000,220,275,4+1,4,1,3,31,3,1,Sıfır,Merkezi Sistem,21-25 arası,,
687,ERENKÖY ETHEMEFENDİ'DE 145M2 3 BALKONU ASANSÖR OTOPARK,Erenköy,4.550.000,110,145,3+1,3,1,2,8,6,2,İkinci El,Merkezi Sistem,31-35 arası,,
688,FENERYOLU YAZICIBAŞI SOKAK İÇİNDE ÇOK İYİ KONUM ŞAHANE 3+1 135m²,Feneryolu,7.500.000,130,135,3+1,3,1,2,1,7,5,İkinci El,Kombi (Doğalgaz),6-10 arası,250,0
689,ACIBADEM METRONUN YANINDA 3+1 125m²YÜKSEK GİRİŞ DUBLEXİ,Acıbadem,3.150.000,110,125,3+1,3,1,1,5,3,Yüksek Giriş,İkinci El,Kombi (Doğalgaz),31-35 arası,100,0
690,"Bağdat Caddesine Yürüme Mesafesinde Katta Tek 4,5+1 Daire",Suadiye,21.950.000,170,205,4+1,4,1,2,30,9,9,İkinci El,Merkezi Sistem,31-35 arası,1.200,0
691,ERENKÖY BAĞDATA YAKIN 155M2 BALKONLU ASANSÖR OTOPARKLI,Feneryolu,7.450.000,135,155,3+1,3,1,2,,9,,İkinci El,Merkezi Sistem,26-30 arası,,
692,Suadiye Sahil Deniz Manzaralı Teraslı Dubleks Daire,Suadiye,22.000.000,302,350,4+2,4,2,3,26,10-20 arası,13,İkinci El,Merkezi Sistem (Isı Payı Ölçer),3,0,0
693,TEK YETKİLİ GÖZTEPE'DE 220M2 4+2 TERASLI DUBLEKS,Göztepe,5.750.000,180,220,4+2,4,2,2,22,5,5,İkinci El,Merkezi Sistem,31-35 arası,,
694,CenkCaddede Fenerbahçe Iğrıp Sokak Fırsat 1+1,Fenerbahçe,5.500.000,55,70,1+1,1,1,1,16,3,2,İkinci El,Kombi (Doğalgaz),11-15 arası,0,0
695,İSTANBULDA SATILIK DAİRE,Caddebostan,18.000.000,130,200,4+1,4,1,2,3,9,Yüksek Giriş,,Merkezi Sistem,31-35 arası,0,0
696,Fenerbahçe Deniz ve Marina Manzaralı Yatırımlık Satılık Daire,Fenerbahçe,7.500.000,137,170,3+1,3,1,2,14,10-20 arası,13,İkinci El,Merkezi Sistem,31-35 arası,0,0
697,KADIKÖY HALİTAĞA CADDESİ'NDE SATILIK 3+1 DAİRE,Osmanağa,3.600.000,100,110,3+1,3,1,1,12,4,4,İkinci El,Kombi (Doğalgaz),26-30 arası,,
698,"Koşuyolunda, Sıfır Binada, Deniz Ve Şehir Manzaralı 4+2",Koşuyolu,11.000.000,190,200,4+2,4,2,1,20,5,Çatı Katı,Sıfır,Kombi (Doğalgaz),0,,
699,Kızıltoprak Bağdat Caddesi Yakın Satılık 2+1 Daire,Zühtüpaşa,3.900.000,73,90,2+1,2,1,1,2,10-20 arası,8,İkinci El,Kombi (Doğalgaz),3,0,0
700,YAŞAR EMLAK'TAN KENT PLUS KADIKÖY 1 + 0 SATILIK RESİDİNCE DAİRE,Eğitim,2.100.000,40,45,1+0 (Stüdyo),1,0,1,24,20 ve üzeri,4,,Klima,2,500,0
701,Ethem Efendi Çamlıköşk Sk. Vatandaşlığa Uygun Satılık 3+1 Daire,Erenköy,7.950.000,90,110,3+1,3,1,1,36,8,1,,Kombi (Doğalgaz),5,375,0
702,Erenköy'de Yatırımlık Çift Balkonlu Bağdat Cad. Yakın Geniş 3+1,Erenköy,5.950.000,110,130,3+1,3,1,2,26,7,1,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,,
703,Suadiye'de 165m2 Net Balkonlu Yatırımlık Geniş Arsa 4+1 Satılık,Suadiye,9.900.000,165,200,4+1,4,1,2,34,9,,İkinci El,Merkezi Sistem,21-25 arası,,
704,SAHRAYICEDİT MAHALLESİ ATATÜRK CADDESİNDE SATILIK 3+1 DAİRE,Sahrayı Cedit,4.950.000,125,162,3+1,3,1,2,31,10,3,,Merkezi Sistem (Isı Payı Ölçer),31-35 arası,0,0
705,Fenerbaheçe Kalamış Marinaya Kahve Dünyasına Yakın 3+1,Fenerbahçe,11.500.000,120,150,3+1,3,1,2,21,10-20 arası,6,İkinci El,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,0,0
706,C.BOSTAN SAHİLDE GÖZTEPE PARKINA YAKIN 185M2 ULTRA LÜKS,Caddebostan,10.250.000,150,185,4+1,4,1,2,25,7,1,İkinci El,Merkezi Sistem,26-30 arası,,
707,GÖZTEPE SATILIK 4+1 FERAH SESSİZ BAKIMLI KÖŞE DAİRE,Göztepe,8.000.000,180,200,4+1,4,1,2,56,10-20 arası,,,Merkezi Sistem,26-30 arası,0,0
708,Fenerbahçe Kahve Dünyası Sütiş Yakın Satılık Daire,Fenerbahçe,9.975.000,138,170,4+1,4,1,2,18,7,3,İkinci El,Merkezi Sistem,26-30 arası,0,0
709,MERDİVENKÖY PARK MEDİKAL HAST YAKIN 140 M2 TERTEMİZ KİRACILI .,Sahrayı Cedit,2.650.000,120,140,3+1,3,1,1,17,7,6,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,200,0
710,Caddebostan Taş mektep Sokak Balkonlu Kombili 3+1 Satılık,Erenköy,5.950.000,103,135,3+1,3,1,1,28,10-20 arası,3,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
711,Fenerbahçe Cemiltopulzu Caddesi 3+1 Balkonlu Daire,Caferağa,11.950.000,110,140,3+1,3,1,2,15,8,4,İkinci El,Kombi (Doğalgaz),16-20 arası,0,0
712,ERENKÖY Bağdat'a cok yakın ELİT Apt Satılık 150m² Deniz Manzaral,Caddebostan,7.900.000,130,150,3+1,3,1,2,9,10-20 arası,11,İkinci El,Merkezi Sistem,36-40 arası,570,
713,DİNAMİK'TEN GÖZTEPE ÖZGÜRLÜK PARKI VE MARMARAYA YAKIN BALKONLU,Göztepe,4.980.000,75,105,2+1,2,1,1,27,10,1,,Klima,4,250,0
714,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,Suadiye,4.250.000,55,65,1+1,1,1,1,,8,Giriş Katı,,Klima,3,0,0
715,ACADEMY ERENKÖY TEK YETKİLİ 4+1 GÜVENLİKLİ VE HAVUZLU RESIDENCE,Erenköy,14.950.000,135,170,4+1,4,1,2,,10-20 arası,18,,Klima,2,775,0
716,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,Suadiye,4.250.000,55,65,1+1,1,1,1,,8,Giriş Katı,,Klima,3,0,0
717,Merdivenköy'de Ana Cadde Üzeri Net 90 m2 2+1 Satılık Daire,Merdivenköy,5.900.000,90,110,2+1,2,1,2,36,7,1,,,4,,
718,SAHİLDE MARMARAY DURAĞINA PARALEL İÇİ YAPILI MASRAFSIZ 130M2 3+1,Bostancı,3.550.000,125,130,3+1,3,1,2,27,4,3,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
719,SAHİLDE MARMARAY VE MİNİBÜSE YAKIN 1.KAT ÖN CEPHE 2+1,Erenköy,2.750.000,95,105,2+1,2,1,1,29,4,1,İkinci El,Kombi (Doğalgaz),26-30 arası,0,0
720,GÖZTEPEDE 4 YILLIK BİNADA MERKEZİ KONUMDA 125 M2 3+1 LÜKS DAİRE,Göztepe,6.650.000,95,125,3+1,3,1,2,26,10,9,,Klima,4,0,0
721,ŞAŞKINBAKKAL'DA CADDEYE 1.PARALEL 2001 YAPIMI 3+1 115m2 NET,Suadiye,7.950.000,115,140,3+1,3,1,2,24,9,3,,Kombi (Doğalgaz),16-20 arası,0,0
722,SUADİYE SAHİL VE CADDEYE 1. PARALEL BAHÇE KULLANIMLI 110 M2 3+1,Bostancı,8.295.000,90,110,3+1,3,1,2,26,4,Bahçe katı,,Klima,26-30 arası,0,0
723,FENERBAHÇEDE 0 BİNADA EBEVEYN BANYO&BALKONLU 135M2 3+1 DAİRE,Fenerbahçe,9.650.000,95,135,3+1,3,1,2,26,10,7,,Klima,0,0,0
724,ŞAŞKINBAKKALDA VATANDAŞLIĞA UYGUN DENİZ MANZARALI 3+1 107M2 NET,Suadiye,14.750.000,107,135,3+1,3,1,2,28,8,4,,Klima,4,0,0
725,ERENKÖY TÜCCARBAŞINDA 150M2 3+1 ÖZEL MİMARİ TASARIM DAİRE,19 Mayıs,5.950.000,125,150,3+1,3,1,1,29,9,5,,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,0,0
726,FENERYOLUNDA BAĞDATA 1. PARALEL SOKAKTA 155 M2 4+1 LÜKS DAİRE,Feneryolu,6.950.000,130,155,4+1,4,1,2,30,4,2,,Air Conditioner,Between 31-35,0,0
727,ETHEMEFENDİ'DE CADDEYE 5.BİNA 4+2 220m2 NET SIFIR İSKANLI DUBLEX,Caddebostan,17.950.000,220,265,4+2,4,2,4,30,9,9,,Kombi (Doğalgaz),4,0,0
728,"GÖZTEPE SAHİLDE PARKA KOMŞU ÖZEL MİMARİ TASARIM 170M2 4,5+1DAİRE",Caddebostan,10.250.000,150,170,4+1,4,1,1,34,7,1,,Klima,26-30 arası,0,0
729,ERENKÖY'ÜN EN MERKEZİ CADDESİNDE 150 M2 3+1 ÖZEL TASARIM DAİRE,Erenköy,5.650.000,120,150,3+1,3,1,2,31,10-20 arası,3,,Merkezi Sistem,26-30 arası,0,0
730,ERENKÖY MİNİBÜS CADDESİ ÜZERİNDE YENİ BİNADA 135M2 3+1 EBEVEYNLİ,Erenköy,7.695.000,100,135,3+1,3,1,2,24,8,6,,Klima,2,0,0
731,F.BAHÇE CEMİL TOPUZLU CADDESİNDE 11 YILLIK BİNADA 140M2 3+1DAİRE,Fenerbahçe,11.900.000,115,140,3+1,3,1,1,37,7,4,,Kombi (Doğalgaz),11-15 arası,0,0
732,SUADİYEDE 3BALKONLU 3BANYOLU 4+1 220M2 ÖZEL MİMARİ TASARIM DAİRE,Suadiye,14.750.000,170,220,4+1,4,1,3,36,10,2,,Merkezi Sistem,26-30 arası,0,0
733,SUADİYEDE 4+1 185 M2 ÖZEL MİMARİ TASARIM BALKONLU LÜKS DAİRE,Suadiye,10.785.000,160,185,4+1,4,1,2,40,10-20 arası,2,,Merkezi Sistem,26-30 arası,0,0
734,ERENKÖYDE 4 BALKONLU 2 BANYOLU 185M2 4+1 ŞÖMİNELİ LÜKS DAİRE,Erenköy,8.595.000,150,185,4+1,4,1,2,38,8,5,,Klima,26-30 arası,0,0
735,SUADİYEDE CADDENİN YANI BAŞINDA BALKONLU 3BANYOLU 210M2 4+1DAİRE,Suadiye,10.950.000,165,210,4+1,4,1,3,55,7,4,,Klima,26-30 arası,0,0
736,GÖZTEPE'DE MUHTEŞEM KONUMDA YENİ BİNA 125 M2 3+1 MUHTEŞEM DAİRE,Göztepe,7.400.000,97,125,3+1,3,1,1,23,7,3,,Klima,0,0,0
737,SUADİYE KAVİSLİ SOKAK DENİZ MANZARALI FERAH 3+1 106M2 NET DAİRE,Suadiye,6.750.000,107,140,3+1,3,1,2,20,10,9,,Kombi (Doğalgaz),21-25 arası,0,0
738,ETHEMEFENDİDE BALKONLU EBEVEYN BANYOLU 145 M2 3+1 LÜKS DAİRE,Erenköy,6.795.000,115,145,3+1,3,1,2,19,6,5,,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,0,0
739,ERENKÖYDE YATIRIMLIK MERKEZİ KONUMDA 110M2 3+1ÖZEL TASARIM DAİRE,Erenköy,4.975.000,90,110,3+1,3,1,1,17,5,Giriş Katı,,Merkezi Sistem,26-30 arası,0,0
740,GÖZTEPEDE 4YILLIK BİNADA BALKONLU MERKEZİ KONUMDA 90M2 2+1 DAİRE,Göztepe,5.175.000,80,90,2+1,2,1,1,16,9,7,,Klima,4,0,0
741,KALAMIŞ MARİNA MANZARALI 3+1 130m2 NET 2 BALKONLU YATIRIMLIK,Feneryolu,6.950.000,130,160,3+1,3,1,2,15,10-20 arası,11,,Klima,26-30 arası,0,0
742,NOVA'DAN GÖZTEPE ETHEMEFENDİ'DE SATILIK 3+1ULTRA LÜKS DAİRE,Göztepe,9.950.000,115,135,3+1,3,1,2,26,7,5,,Klima,4,0,0
743,Merdivenköy'de Ana Cadde Üzeri Net 90 m2 2+1 Satılık Daire,Merdivenköy,5.900.000,90,110,2+1,2,1,2,31,7,1,İkinci El,Kombi (Doğalgaz),4,250,
744,NOVA'DAN GÖZTEPE BAĞDAT CADDESİNE 100MT SATILIK 3+1 LÜKS DAİRE,Erenköy,10.950.000,105,135,3+1,3,1,2,11,9,4,,Klima,6-10 arası,0,0
745,SUADİYE SAHİL PARSELİNDE 3+1 110m2 NET DENİZ MANZARALI EBEVEYNLİ,Suadiye,17.250.000,110,146,3+1,3,1,2,,8,7,,Klima,0,0,0
746,NOVA'DAN ERENKÖY BAĞDAT CADDESİNE 100 M GENİŞ 3+1 LÜKS DAİRE,Erenköy,10.950.000,105,135,3+1,3,1,2,7,9,4,,Klima,6-10 arası,0,0
747,Kadıköy Kozyatağı nda 3+1 Satılık Daire,Kozyatağı,3.575.000,135,1117,3+1,3,1,2,22,5,1,,Kombi (Doğalgaz),31-35 arası,0,0
748,Kozyatağı Bayar Caddesine Yakın 3+1 Balkonlu Sıfır Daire,Kozyatağı,5.300.000,95,130,3+1,3,1,2,26,10,9,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0,,
749,Caddebostan Bağdat Caddesine Yakın Yeni Bina 3+1 Balkonlu Daire,Göztepe,9.450.000,110,145,3+1,3,1,2,21,9,8,İkinci El,Kombi (Doğalgaz),5,,
750,Çiftehavuzlar Sahilde Büyük Kulübe Yakın Yeni Binada 4+1 Daire,Caddebostan,16.950.000,150,185,4+1,4,1,2,33,7,5,Sıfır,Kombi (Doğalgaz),4,,
751,Erenköy Kaşanelerde Bağdat Caddesine Yakın 3+1 Lüks Daire,Erenköy,8.350.000,135,170,3+1,3,1,2,33,5,3,İkinci El,Merkezi Sistem,26-30 arası,,
752,Fenerbahçe Sahilde Kapanmaz Deniz ve Adalar Manzaralı 3+1 Daire,Fenerbahçe,17.850.000,120,155,3+1,3,1,2,21,10-20 arası,9,İkinci El,Merkezi Sistem (Isı Payı Ölçer),26-30 arası,,
753,Bağdat Caddesine 3.Binada Deniz Manzaralı 3+1 Daire EMLAK MASASI,Feneryolu,6.950.000,130,160,3+1,3,1,2,20,10-20 arası,11,İkinci El,Merkezi Sistem,31-35 arası,,
754,"Bağdat Caddesi, Çiftehavuzlarda Satılık 5+2 Dubleks Daire",Göztepe,18.500.000,300,350,5+2,5,2,3,31,4,4,,Klima,21-25 arası,0,0
755,BROOKLYN PARKTA 2+1 EBEVEYN BANYOLU SATILIK LÜX DAİRE,Merdivenköy,3.650.000,75,108,2+1,2,1,2,11,20 ve üzeri,8,,Merkezi Sistem (Isı Payı Ölçer),1,800,0
756,ACİL BROOKLYN PARK TA YÜKSEK KATTA BÜYÜK TİP KÖŞE BOŞ DAIRE,Merdivenköy,3.490.000,78,109,2+1,2,1,2,8,20 ve üzeri,14,,Merkezi Sistem (Isı Payı Ölçer),0,0,0
757,OPTİMA'DAN ÇATALÇEŞME SAHİLDE İÇİ KOMPLE YAPILI BALKONLU 3+1,Suadiye,5.950.000,77,101,3+1,3,1,1,21,3,1,İkinci El,Kombi (Doğalgaz),31-35 arası,300,0
758,OPTİMA'DAN ERENKÖY ÇARŞI YAKINI İÇİ ULTRALUX TASARIM GENİŞ 3+1,Erenköy,5.650.000,124,150,3+1,3,1,3,31,10,3,İkinci El,Merkezi Sistem,31-35 arası,450,0
759,OPTİMA'DAN 7/24 GÜVENLİKLİ ÇOCUK OYUN PARKLI SİTEDE 2+1,Bostancı,5.495.000,72,93,2+1,2,1,1,29,10-20 arası,1,İkinci El,Klima,4,550,0
760,OPTİMA'DAN FENERYOLU BAĞDAT CADDESİNE YAKIN RENÖVE EDİLMİŞ 4+1,Feneryolu,6.950.000,140,185,4+1,4,1,2,25,4,2,,Klima,31-35 arası,0,0
761,OPTİMA'DAN SUADİYE YALI PARSELİNDE YEŞİLLİKLER İÇERİSİNDE 3+1,Suadiye,9.875.000,90,120,3+1,3,1,2,28,10,1,,Klima,4,0,0
762,DENİZ MANZARALI OTOPARKLI ENFES ARA KAT DAİRE,Fenerbahçe,11.000.000,150,165,4+1,4,1,1,31,10-20 arası,7,İkinci El,Merkezi Sistem,31-35 arası,990,0
763,MUHTEŞEM KONUMDA ŞAHANE DAİRE  İSKANLI OTOPARKLI ARAKATTA 4+1,Feneryolu,12.500.000,150,200,4+1,4,1,2,31,8,4,İkinci El,Kombi (Doğalgaz),11-15 arası,200,30.000
764,Erenköy 'de Bağdat Caddesine 500 mt Satılık 5+1 Dubleks Daire,Erenköy,14.500.000,240,300,5+1,5,1,2,26,9,9,İkinci El,Kombi (Doğalgaz),6-10 arası,700,
765,Erenköy'de Bağdat Caddesine yakın Satılık 7+1 Dubleks Daire,Erenköy,13.750.000,225,275,7+1,7,1,3,31,9,9,İkinci El,Kombi (Doğalgaz),6-10 arası,700,
766,Bağdat Caddesinde SATILIK Aydınlık Ferah 3+1 DAİRE,Feneryolu,7.500.000,120,150,,,,,26,,,,,,0,0
767,FOUR WINDS ÖN BLOK FULL DENİZ MANZARALI 4+1 1613 RGY Invest,Göztepe,38.000.000,245,350,,,,,31,,,,,,0,0
768,KDV AVANTAJLI KALAMIŞ'TA SİTE İÇİNDE TAPU MASRAFI YOK,Fenerbahçe,18.500.000,147,200,,,,,31,,,,,,0,0
769,KADIKÖY FİKİRTEPE BAYSAŞ 216 1.ETAP DA 2+1 SATILIK DAİRE,Dumlupınar,4.250.000,65,75,,,,,20,,,,,,0,0
770,OPTİMA'DAN AYŞEKADINDA HAVUZLU BİNADA EBEVEYNLİ BALKONLU 3+1,Kozyatağı,7.395.000,95,125,3+1,3,1,2,32,,6,,Merkezi Sistem (Isı Payı Ölçer),,500,15.000
771,Projeden Erenköy Çamlıköşk Sk'da 3+1 Satılık Daire,Erenköy,6.250.000,92,115,3+1,3,1,2,22,8,7,,Klima,0,0,0
772,KW Banu dan Kızıltoprak İstasyon cad. geniş 1+1,Feneryolu,6.000.000,54,65,,,,,21,,,,,,0,0
773,GÖZTEPE CADDE ÜSTÜNDE 5+1 SATILIK DAİRE,Göztepe,8.900.000,180,200,5+1,5,1,2,21,10,6,İkinci El,Merkezi Sistem (Isı Payı Ölçer),21-25 arası,1.000,
774,PARK APARTMANI SATILIK DAİRE,Sahrayı Cedit,5.000.000,93,115,,,,,11,,,,,,0,0
775,Projeden Erenköy Çamlıköşk Sk'da Satılık Dublex Daire,Erenköy,7.250.000,120,150,4+1,4,1,3,22,8,8,,Kombi (Doğalgaz),0,0,0
776,Fikirtepe'de hızlı değer artışına sahip Teknik Yapı Uplife 1+1,Dumlupınar,2.575.000,40,59,,,,,3,,,,,,0,0
